Importance	Ngram	Frequency in Sex Columns	Frequency in Non Sex Columns
28465	3ht	0.0	9.681479330041631e-05
28466	3hs	0.0	0.0
28467	3hr	0.0	0.0004840739665020815
28468	3hp	0.0	0.0
28469	3h+	0.0	0.0
28470	3h)	0.0	9.681479330041631e-05
28471	3gy	0.0	0.0
28472	3fr	0.0	0.0
28473	3g3	0.0	0.0
28474	3g2	0.0	9.681479330041631e-05
28475	3g1	0.0	0.0
28476	3g0	0.0	9.681479330041631e-05
28477	3g/	0.0	0.0
28478	3g-	0.0	0.0
28479	3fz	0.0	0.0
28480	3fx	0.0	0.0
28481	3fu	0.0	0.0
28482	3ft	0.0	9.681479330041631e-05
28483	3fs	0.0	0.0
28484	3fp	0.0	0.0
28485	3gx	0.0	0.0
28486	3fo	0.0	0.0
28487	3fm	0.0	0.0
28488	3fl	0.0	0.0002904443799012489
28489	3fk	0.0	0.0
28490	3fi	0.0	0.0
28491	3fh	0.0	0.0
28492	3fg	0.0	0.0
28493	3ff	0.0	0.0
28494	3fe	0.0	0.0
28495	3fd	0.0	0.0
28496	3fc	0.0	0.0
28497	3g4	0.0	0.0
28498	3g5	0.0	0.0
28499	3g6	0.0	0.0
28500	3g7	0.0	0.0
28501	3gw	0.0	0.0
28502	3gu	0.0	0.0
28503	3gt	0.0	0.0
28504	3gs	0.0	0.0
28505	3go	0.0	0.0
28506	3gn	0.0	0.0
28507	3gm	0.0	0.0
28508	3gl	0.0	0.0
28509	3gk	0.0	0.0
28510	3gi	0.0	0.0
28511	3gh	0.0	0.0
28512	3gg	0.0	0.0
28513	3gf	0.0	9.681479330041631e-05
28514	3ge	0.0	0.0
28515	3gd	0.0	0.0
28516	3gc	0.0	0.0
28517	3gb	0.0	0.0
28518	3ga	0.0	0.0
28519	3g_	0.0	0.0004840739665020815
28520	3g]	0.0	9.681479330041631e-05
28521	3g:	0.0	0.0
28522	3g9	0.0	0.0
28523	3g8	0.0	0.0
28524	3ig	0.0	0.0
28525	3ik	0.0	0.0
28526	3il	0.0	0.0
28527	3l1	0.0	9.681479330041631e-05
28528	3le	0.0	0.0
28529	3lc	0.0	0.0
28530	3lb	0.0	0.0
28531	3la	0.0	0.0
28532	3l_	0.0	0.00038725917320166524
28533	3l]	0.0	0.0
28534	3l:	0.0	0.0
28535	3l5	0.0	0.0
28536	3l4	0.0	0.0
28537	3l3	0.0	9.681479330041631e-05
28538	3l2	0.0	9.681479330041631e-05
28539	3l-	0.0	9.681479330041631e-05
28540	3ki	0.0	0.0
28541	3l)	0.0	0.0
28542	3kz	0.0	0.0
28543	3kx	0.0	0.0
28544	3kw	0.0	0.0
28545	3kv	0.0	0.0
28546	3kt	0.0	9.681479330041631e-05
28547	3kr	0.0	0.0
28548	3kp	0.0	0.0
28549	3ko	0.0	0.0002904443799012489
28550	3kn	0.0	0.0
28551	3km	0.0	0.0
28552	3lf	0.0	0.0
28553	3lg	0.0	0.0
28554	3lh	0.0	0.0
28555	3li	0.0	0.0
28556	3m4	0.0	9.681479330041631e-05
28557	3m3	0.0	0.0
28558	3m2	0.0	0.0
28559	3m1	0.0	0.00019362958660083262
28560	3m0	0.0	0.0002904443799012489
28561	3m/	0.0	0.0
28562	3m-	0.0	0.0
28563	3m)	0.0	0.0
28564	3ly	0.0	0.0
28565	3lx	0.0	0.0
28566	3lw	0.0	0.0
28567	3lv	0.0	0.0
28568	3lu	0.0	0.0
28569	3ls	0.0	9.681479330041631e-05
28570	3lr	0.0	0.0
28571	3lq	0.0	0.0
28572	3lp	0.0	0.0
28573	3lo	0.0	0.0
28574	3ln	0.0	0.0
28575	3lm	0.0	0.0
28576	3ll	0.0	0.0
28577	3lk	0.0	0.0
28578	3lj	0.0	0.0
28579	3kl	0.0	0.0
28580	3kh	0.0	0.0
28581	3im	0.0	0.0
28582	3j6	0.0	0.0
28583	3jm	0.0	0.0
28584	3jk	0.0	0.0
28585	3jj	0.0	0.0
28586	3ji	0.0	0.0
28587	3je	0.0	0.0
28588	3jd	0.0	0.0
28589	3jc	0.0	0.0
28590	3jb	0.0	9.681479330041631e-05
28591	3ja	0.0	0.0
28592	3j_	0.0	0.0004840739665020815
28593	3j]	0.0	0.0
28594	3j4	0.0	0.0
28595	3kf	0.0	0.0
28596	3j3	0.0	0.0
28597	3j2	0.0	0.0
28598	3j1	0.0	0.0
28599	3ix	0.0	0.0
28600	3iw	0.0	0.0
28601	3it	0.0	9.681479330041631e-05
28602	3is	0.0	0.0
28603	3iq	0.0	0.0
28604	3ip	0.0	0.00019362958660083262
28605	3io	0.0	0.0
28606	3in	0.0	0.00019362958660083262
28607	3jn	0.0	0.0
28608	3jo	0.0	0.0
28609	3jp	0.0	0.0
28610	3jr	0.0	0.0
28611	3ke	0.0	0.0
28612	3kd	0.0	9.681479330041631e-05
28613	3kc	0.0	0.0
28614	3kb	0.0	0.0
28615	3ka	0.0	9.681479330041631e-05
28616	3k_	0.0	0.0
28617	3k]	0.0	0.0
28618	3k:	0.0	0.0
28619	3k9	0.0	0.0
28620	3k8	0.0	0.0
28621	3k7	0.0	0.0002904443799012489
28622	3k6	0.0	0.0
28623	3k5	0.0	0.0
28624	3k4	0.0	0.0
28625	3k3	0.0	0.0
28626	3k2	0.0	0.0
28627	3k1	0.0	9.681479330041631e-05
28628	3k/	0.0	0.0
28629	3k-	0.0	0.0
28630	3jy	0.0	0.0
28631	3jx	0.0	0.0
28632	3jv	0.0	0.0
28633	3ju	0.0	0.0
28634	3fb	0.0	0.0
28635	3fa	0.0	0.0
28636	3f_	0.0	0.00038725917320166524
28637	3bd	0.0	0.0
28638	3bp	0.0	0.00019362958660083262
28639	3bo	0.0	0.0
28640	3bn	0.0	0.00019362958660083262
28641	3bm	0.0	0.0
28642	3bl	0.0	0.0
28643	3bk	0.0	0.0
28644	3bi	0.0	0.0
28645	3bh	0.0	0.0
28646	3bg	0.0	0.0
28647	3bf	0.0	0.0
28648	3be	0.0	0.00019362958660083262
28649	3bc	0.0	9.681479330041631e-05
28650	3b2	0.0	0.0002904443799012489
28651	3bb	0.0	9.681479330041631e-05
28652	3ba	0.0	0.0
28653	3b_	0.0	0.0028076290057120726
28654	3b]	0.0	0.0002904443799012489
28655	3b:	0.0	0.0
28656	3b9	0.0	0.0
28657	3b8	0.0	9.681479330041631e-05
28658	3b7	0.0	0.0
28659	3b6	0.0	0.00019362958660083262
28660	3b5	0.0	9.681479330041631e-05
28661	3b4	0.0	0.00038725917320166524
28662	3bq	0.0	0.0
28663	3br	0.0	0.0
28664	3bs	0.0	0.0
28665	3bt	0.0	0.0
28666	3ca	0.0	0.0005808887598024978
28667	3c_	0.0	0.0008713331397037467
28668	3c]	0.0	0.00019362958660083262
28669	3c:	0.0	0.0
28670	3c9	0.0	0.0
28671	3c8	0.0	0.0
28672	3c7	0.0	0.0
28673	3c6	0.0	9.681479330041631e-05
28674	3c5	0.0	9.681479330041631e-05
28675	3c4	0.0	0.0002904443799012489
28676	3c3	0.0	9.681479330041631e-05
28677	3c2	0.0	0.00019362958660083262
28678	3c1	0.0	0.0
28679	3c0	0.0	0.0
28680	3c/	0.0	0.00019362958660083262
28681	3c-	0.0	9.681479330041631e-05
28682	3c+	0.0	9.681479330041631e-05
28683	3c)	0.0	0.0
28684	3bz	0.0	0.0
28685	3bx	0.0	0.0
28686	3bw	0.0	9.681479330041631e-05
28687	3bv	0.0	0.0
28688	3bu	0.0	0.0
28689	3b3	0.0	9.681479330041631e-05
28690	3b0	0.0	0.0
28691	3cc	0.0	0.0
28692	3a0	0.0	0.0
28693	3a;	0.0	0.0
28694	3a:	0.0	0.0
28695	3a9	0.0	0.0
28696	3a8	0.0	0.0
28697	3a7	0.0	0.0
28698	3a6	0.0	9.681479330041631e-05
28699	3a5	0.0	0.00019362958660083262
28700	3a4	0.0	0.0004840739665020815
28701	3a3	0.0	0.0002904443799012489
28702	3a2	0.0	0.00019362958660083262
28703	3a1	0.0	9.681479330041631e-05
28704	3a/	0.0	9.681479330041631e-05
28705	3b/	0.0	0.0
28706	3a-	0.0	0.00019362958660083262
28707	3a+	0.0	0.0
28708	3a)	0.0	9.681479330041631e-05
28709	3a(	0.0	0.0
28710	3a&	0.0	0.0
28711	3a#	0.0	0.0
28712	3`t	0.0	0.0
28713	3`_	0.0	0.0
28714	3_–	0.0	0.0
28715	3_μ	0.0	0.0
28716	3_α	0.0	0.0
28717	3a]	0.0	0.0002904443799012489
28718	3aa	0.0	0.0
28719	3ab	0.0	9.681479330041631e-05
28720	3ac	0.0	0.0
28721	3b-	0.0	0.00019362958660083262
28722	3b+	0.0	0.0
28723	3b)	0.0	0.0
28724	3ay	0.0	0.0
28725	3ax	0.0	0.0
28726	3aw	0.0	0.0
28727	3av	0.0	0.0
28728	3at	0.0	0.0
28729	3as	0.0	0.0
28730	3ar	0.0	0.0
28731	3aq	0.0	0.0
28732	3ap	0.0	0.0
28733	3ao	0.0	0.0
28734	3an	0.0	9.681479330041631e-05
28735	3am	0.0	0.0
28736	3ak	0.0	0.0
28737	3aj	0.0	0.0
28738	3ai	0.0	0.0
28739	3ah	0.0	0.0
28740	3ag	0.0	0.0
28741	3af	0.0	0.0
28742	3ae	0.0	9.681479330041631e-05
28743	3ad	0.0	0.0
28744	3cb	0.0	0.0
28745	3cd	0.0	0.0
28746	3f]	0.0	9.681479330041631e-05
28747	3e8	0.0	0.0
28748	3eg	0.0	0.0
28749	3ef	0.0	0.0
28750	3ee	0.0	0.0
28751	3ed	0.0	0.0
28752	3ec	0.0	0.0
28753	3eb	0.0	0.0
28754	3ea	0.0	0.0
28755	3e_	0.0	0.0007745183464033305
28756	3e]	0.0	0.00019362958660083262
28757	3e:	0.0	0.0
28758	3e9	0.0	0.0
28759	3e7	0.0	0.0
28760	3dw	0.0	0.0
28761	3e6	0.0	9.681479330041631e-05
28762	3e5	0.0	0.0
28763	3e4	0.0	9.681479330041631e-05
28764	3e3	0.0	0.0
28765	3e2	0.0	0.0
28766	3e1	0.0	0.0
28767	3e0	0.0	0.0
28768	3e/	0.0	9.681479330041631e-05
28769	3e-	0.0	0.0
28770	3e)	0.0	0.0
28771	3dz	0.0	0.0
28772	3eh	0.0	0.0
28773	3ei	0.0	0.0
28774	3em	0.0	0.0
28775	3en	0.0	0.0
28776	3f9	0.0	0.0
28777	3f8	0.0	0.0
28778	3f7	0.0	0.0
28779	3f6	0.0	0.0
28780	3f5	0.0	0.0
28781	3f4	0.0	0.0
28782	3f3	0.0	0.0
28783	3f2	0.0	0.0002904443799012489
28784	3f1	0.0	9.681479330041631e-05
28785	3f0	0.0	0.0
28786	3f/	0.0	0.0
28787	3f-	0.0	0.0
28788	3e−	0.0	9.681479330041631e-05
28789	3ez	0.0	0.0
28790	3ex	0.0	0.00019362958660083262
28791	3ew	0.0	0.0
28792	3ev	0.0	0.0
28793	3eu	0.0	0.0
28794	3et	0.0	0.0
28795	3es	0.0	0.0
28796	3er	0.0	9.681479330041631e-05
28797	3ep	0.0	0.0
28798	3eo	0.0	0.0
28799	3dx	0.0	0.0
28800	3dv	0.0	0.0
28801	3ce	0.0	0.00019362958660083262
28802	3cs	0.0	0.00019362958660083262
28803	3d2	0.0	0.0002904443799012489
28804	3d1	0.0	0.00038725917320166524
28805	3d0	0.0	0.0
28806	3d/	0.0	0.0
28807	3d-	0.0	0.0007745183464033305
28808	3d+	0.0	9.681479330041631e-05
28809	3d)	0.0	0.0
28810	3cy	0.0	0.0002904443799012489
28811	3cv	0.0	0.0
28812	3cu	0.0	0.0
28813	3ct	0.0	0.0
28814	3cr	0.0	0.00019362958660083262
28815	3du	0.0	0.0
28816	3cq	0.0	0.0
28817	3cp	0.0	0.0
28818	3co	0.0	9.681479330041631e-05
28819	3cn	0.0	0.0
28820	3cm	0.0	0.0
28821	3cl	0.0	0.0
28822	3ck	0.0	0.0
28823	3cj	0.0	0.0
28824	3ci	0.0	0.0
28825	3ch	0.0	0.0
28826	3cf	0.0	0.0
28827	3d3	0.0	0.0
28828	3d4	0.0	0.0
28829	3d5	0.0	0.0
28830	3d6	0.0	9.681479330041631e-05
28831	3dt	0.0	9.681479330041631e-05
28832	3ds	0.0	0.0
28833	3dr	0.0	0.0
28834	3dp	0.0	0.00019362958660083262
28835	3do	0.0	0.0
28836	3dn	0.0	0.0
28837	3dm	0.0	0.0
28838	3dl	0.0	0.00019362958660083262
28839	3dk	0.0	0.0
28840	3dj	0.0	0.0
28841	3di	0.0	0.0
28842	3dh	0.0	0.0
28843	3df	0.0	0.0
28844	3de	0.0	9.681479330041631e-05
28845	3dd	0.0	0.0
28846	3dc	0.0	9.681479330041631e-05
28847	3db	0.0	0.0
28848	3da	0.0	0.00019362958660083262
28849	3d]	0.0	0.00019362958660083262
28850	3d:	0.0	0.0
28851	3d9	0.0	0.0
28852	3d8	0.0	0.0002904443799012489
28853	3d7	0.0	0.00019362958660083262
28854	32k	0.0	0.0
28855	32i	0.0	9.681479330041631e-05
28856	2hr	0.0	0.002129925452609159
28857	2r)	0.0	0.0
28858	2r8	0.0	0.0
28859	2r6	0.0	0.0
28860	2r5	0.0	0.0
28861	2r4	0.0	0.0
28862	2r3	0.0	0.0
28863	2r2	0.0	9.681479330041631e-05
28864	2r1	0.0	9.681479330041631e-05
28865	2r0	0.0	0.0
28866	2r/	0.0	0.0
28867	2r-	0.0	9.681479330041631e-05
28868	2r+	0.0	0.0
28869	2r&	0.0	9.681479330041631e-05
28870	2r:	0.0	0.0
28871	2qx	0.0	0.0
28872	2qu	0.0	9.681479330041631e-05
28873	2qt	0.0	0.0
28874	2qp	0.0	0.0
28875	2qo	0.0	0.0
28876	2qi	0.0	0.0
28877	2qf	0.0	0.0
28878	2qe	0.0	0.0
28879	2qc	0.0	0.0
28880	2qa	0.0	0.0
28881	2q_	0.0	9.681479330041631e-05
28882	2r9	0.0	0.0
28883	2r]	0.0	0.0
28884	2vi	0.0	0.0
28885	2rm	0.0	0.0
28886	2ry	0.0	0.0
28887	2rx	0.0	0.0
28888	2rv	0.0	0.00261399941911124
28889	2ru	0.0	0.0
28890	2rt	0.0	0.0
28891	2rs	0.0	0.0
28892	2rr	0.0	0.0
28893	2rq	0.0	0.0
28894	2rp	0.0	0.0
28895	2ro	0.0	9.681479330041631e-05
28896	2rn	0.0	0.00019362958660083262
28897	2rl	0.0	9.681479330041631e-05
28898	2r_	0.0	9.681479330041631e-05
28899	2rk	0.0	0.0
28900	2rj	0.0	0.0
28901	2ri	0.0	0.0
28902	2rh	0.0	0.0
28903	2rg	0.0	0.0
28904	2rf	0.0	0.0
28905	2re	0.0	0.0
28906	2rd	0.0	0.0
28907	2rc	0.0	0.0
28908	2rb	0.0	9.681479330041631e-05
28909	2ra	0.0	0.0
28910	2q8	0.0	0.0
28911	2q5	0.0	0.0
28912	2q4	0.0	0.0
28913	2p+	0.0	0.0
28914	2p9	0.0	0.0
28915	2p8	0.0	0.0
28916	2p7	0.0	0.0
28917	2p6	0.0	0.0
28918	2p5	0.0	0.0
28919	2p4	0.0	0.0
28920	2p3	0.0	0.0
28921	2p2	0.0	9.681479330041631e-05
28922	2p1	0.0	0.0
28923	2p0	0.0	0.0
28924	2p-	0.0	0.0
28925	2p)	0.0	0.0
28926	2q3	0.0	0.0
28927	2ox	0.0	0.0
28928	2ow	0.0	9.681479330041631e-05
28929	2ou	0.0	0.0
28930	2ot	0.0	0.0
28931	2or	0.0	0.00019362958660083262
28932	2oq	0.0	0.0
28933	2op	0.0	0.0
28934	2oo	0.0	0.0
28935	2om	0.0	0.0
28936	2ol	0.0	0.0
28937	2ok	0.0	0.0
28938	2p:	0.0	0.0
28939	2p]	0.0	0.0
28940	2p_	0.0	0.00038725917320166524
28941	2pa	0.0	0.0
28942	2q2	0.0	0.0
28943	2q1	0.0	0.0
28944	2q/	0.0	9.681479330041631e-05
28945	2q-	0.0	9.681479330041631e-05
28946	2q+	0.0	0.0
28947	2pz	0.0	0.0
28948	2px	0.0	0.0
28949	2pw	0.0	0.0
28950	2pu	0.0	0.0
28951	2pt	0.0	0.0
28952	2ps	0.0	0.0
28953	2pr	0.0	0.00019362958660083262
28954	2po	0.0	9.681479330041631e-05
28955	2pn	0.0	0.0
28956	2pm	0.0	0.0
28957	2pl	0.0	0.0
28958	2pk	0.0	0.0
28959	2ph	0.0	9.681479330041631e-05
28960	2pf	0.0	0.0
28961	2pe	0.0	0.0
28962	2pd	0.0	0.0
28963	2pc	0.0	0.0
28964	2pb	0.0	0.0
28965	2rz	0.0	0.0
28966	2rγ	0.0	0.0
28967	2s#	0.0	0.0
28968	2u-	0.0	0.0
28969	2ul	0.0	0.0
28970	2uj	0.0	0.0
28971	2ui	0.0	0.0
28972	2ug	0.0	0.0
28973	2ud	0.0	0.0
28974	2ub	0.0	0.0
28975	2u_	0.0	0.0
28976	2u4	0.0	0.0
28977	2u3	0.0	0.0
28978	2u2	0.0	0.0
28979	2u1	0.0	0.0
28980	2tz	0.0	0.0
28981	2tf	0.0	0.0
28982	2ty	0.0	0.0
28983	2tx	0.0	0.0
28984	2tt	0.0	0.0
28985	2tr	0.0	0.0
28986	2tp	0.0	0.0
28987	2to	0.0	0.0
28988	2tn	0.0	0.0
28989	2tm	0.0	0.0
28990	2tl	0.0	0.0
28991	2tk	0.0	9.681479330041631e-05
28992	2th	0.0	0.0
28993	2um	0.0	0.0006777035531029141
28994	2un	0.0	0.0
28995	2up	0.0	0.0
28996	2uq	0.0	0.0
28997	2vd	0.0	0.0
28998	2vc	0.0	0.0
28999	2vb	0.0	0.0
29000	2va	0.0	0.0
29001	2v_	0.0	0.00038725917320166524
29002	2v]	0.0	0.0
29003	2v;	0.0	0.0
29004	2v7	0.0	0.0
29005	2v6	0.0	0.0
29006	2v5	0.0	0.0
29007	2v4	0.0	0.0
29008	2v3	0.0	0.0
29009	2v2	0.0	0.0
29010	2v1	0.0	0.0
29011	2v0	0.0	0.0
29012	2v/	0.0	0.0
29013	2v-	0.0	0.0
29014	2v)	0.0	0.0
29015	2uv	0.0	0.0
29016	2uu	0.0	0.0
29017	2ut	0.0	9.681479330041631e-05
29018	2us	0.0	0.0
29019	2ur	0.0	0.0
29020	2tg	0.0	9.681479330041631e-05
29021	2te	0.0	0.0
29022	2s(	0.0	0.0
29023	2s]	0.0	0.0
29024	2sk	0.0	0.0
29025	2si	0.0	0.0002904443799012489
29026	2sh	0.0	9.681479330041631e-05
29027	2sg	0.0	0.0
29028	2sf	0.0	0.0
29029	2se	0.0	9.681479330041631e-05
29030	2sd	0.0	0.0
29031	2sc	0.0	0.0
29032	2sb	0.0	0.0
29033	2sa	0.0	0.0
29034	2s_	0.0	0.00019362958660083262
29035	2s9	0.0	0.0
29036	2tc	0.0	9.681479330041631e-05
29037	2s8	0.0	0.0
29038	2s7	0.0	0.0
29039	2s6	0.0	0.0
29040	2s5	0.0	0.0
29041	2s4	0.0	0.0
29042	2s3	0.0	0.0
29043	2s2	0.0	0.0
29044	2s1	0.0	0.0
29045	2s0	0.0	0.0
29046	2s-	0.0	0.0
29047	2s)	0.0	0.0
29048	2sl	0.0	9.681479330041631e-05
29049	2sm	0.0	0.0
29050	2sn	0.0	9.681479330041631e-05
29051	2so	0.0	9.681479330041631e-05
29052	2ta	0.0	0.0
29053	2t_	0.0	0.00019362958660083262
29054	2t]	0.0	0.0
29055	2t9	0.0	0.0
29056	2t8	0.0	0.0
29057	2t7	0.0	0.0
29058	2t6	0.0	0.0
29059	2t5	0.0	0.0
29060	2t4	0.0	0.0
29061	2t3	0.0	0.00038725917320166524
29062	2t2	0.0	0.0002904443799012489
29063	2t0	0.0	0.0
29064	2t/	0.0	0.0
29065	2t-	0.0	0.0
29066	2t)	0.0	0.0
29067	2t&	0.0	0.0
29068	2sx	0.0	0.0
29069	2sw	0.0	0.0
29070	2sv	0.0	0.0
29071	2su	0.0	0.0
29072	2st	0.0	9.681479330041631e-05
29073	2ss	0.0	0.0
29074	2sp	0.0	0.0
29075	2oj	0.0	0.0
29076	2oi	0.0	0.0
29077	2oh	0.0	0.0
29078	2k)	0.0	0.0
29079	2kd	0.0	0.0002904443799012489
29080	2kb	0.0	0.0
29081	2k_	0.0	9.681479330041631e-05
29082	2k]	0.0	0.0
29083	2k:	0.0	0.0
29084	2k7	0.0	9.681479330041631e-05
29085	2k5	0.0	0.0
29086	2k3	0.0	0.0
29087	2k2	0.0	0.0
29088	2k1	0.0	0.0
29089	2k-	0.0	0.0
29090	2jy	0.0	0.0
29091	2je	0.0	0.0
29092	2jx	0.0	0.0
29093	2jw	0.0	0.0
29094	2ju	0.0	0.0
29095	2jt	0.0	0.0
29096	2jr	0.0	0.0
29097	2jq	0.0	0.0
29098	2jp	0.0	0.0
29099	2jm	0.0	0.0
29100	2jl	0.0	0.0
29101	2jj	0.0	0.0
29102	2ji	0.0	0.0
29103	2kf	0.0	0.0
29104	2kg	0.0	0.0
29105	2ki	0.0	0.0
29106	2kj	0.0	0.0
29107	2l4	0.0	0.0
29108	2l3	0.0	9.681479330041631e-05
29109	2l2	0.0	9.681479330041631e-05
29110	2l1	0.0	0.00019362958660083262
29111	2l0	0.0	0.0
29112	2l/	0.0	0.0
29113	2l-	0.0	0.00019362958660083262
29114	2l+	0.0	0.0
29115	2l)	0.0	0.0
29116	2kz	0.0	0.0
29117	2kx	0.0	0.0
29118	2kw	0.0	0.0
29119	2kv	0.0	0.0
29120	2kt	0.0	0.0
29121	2ks	0.0	0.0
29122	2kr	0.0	0.0
29123	2kq	0.0	9.681479330041631e-05
29124	2kp	0.0	0.0
29125	2ko	0.0	0.0005808887598024978
29126	2kn	0.0	0.0
29127	2km	0.0	0.0
29128	2kl	0.0	0.0
29129	2kk	0.0	0.0
29130	2jg	0.0	0.0
29131	2jd	0.0	0.0
29132	2l7	0.0	9.681479330041631e-05
29133	2i3	0.0	0.0
29134	2ic	0.0	9.681479330041631e-05
29135	2ib	0.0	0.0
29136	2ia	0.0	0.0
29137	2i_	0.0	0.0006777035531029141
29138	2i:	0.0	0.0
29139	2i9	0.0	0.0
29140	2i8	0.0	0.0
29141	2i7	0.0	0.0
29142	2i6	0.0	0.0
29143	2i5	0.0	0.0
29144	2i4	0.0	0.0
29145	2i2	0.0	0.0
29146	2jb	0.0	0.0
29147	2i1	0.0	0.0
29148	2i/	0.0	0.0
29149	2i-	0.0	9.681479330041631e-05
29150	2i)	0.0	0.00019362958660083262
29151	2hz	0.0	0.0
29152	2hy	0.0	0.0
29153	2hx	0.0	0.0
29154	2hw	0.0	0.0
29155	2hu	0.0	0.0
29156	2ht	0.0	9.681479330041631e-05
29157	2hs	0.0	0.0
29158	2id	0.0	0.0
29159	2ie	0.0	0.0
29160	2if	0.0	9.681479330041631e-05
29161	2ig	0.0	0.0
29162	2ja	0.0	0.0
29163	2j_	0.0	0.0
29164	2j]	0.0	0.0
29165	2j:	0.0	0.0
29166	2j3	0.0	0.0
29167	2j2	0.0	0.0
29168	2j1	0.0	0.0
29169	2j0	0.0	0.0
29170	2j/	0.0	0.0
29171	2iz	0.0	0.0
29172	2iy	0.0	0.0
29173	2iv	0.0	0.0
29174	2it	0.0	9.681479330041631e-05
29175	2is	0.0	0.0
29176	2ir	0.0	9.681479330041631e-05
29177	2iq	0.0	0.0
29178	2ip	0.0	0.0002904443799012489
29179	2io	0.0	0.0
29180	2in	0.0	0.0002904443799012489
29181	2im	0.0	0.0
29182	2il	0.0	0.00019362958660083262
29183	2ik	0.0	0.0
29184	2ih	0.0	0.0
29185	2l5	0.0	0.0
29186	2l:	0.0	0.0
29187	2og	0.0	0.0
29188	2n5	0.0	0.0
29189	2nf	0.0	0.0
29190	2ne	0.0	0.0
29191	2nd	0.0	0.0005808887598024978
29192	2nc	0.0	9.681479330041631e-05
29193	2nb	0.0	0.0
29194	2na	0.0	0.0
29195	2n_	0.0	0.0006777035531029141
29196	2n]	0.0	0.0
29197	2n:	0.0	0.0
29198	2n8	0.0	0.0
29199	2n6	0.0	0.0
29200	2n4	0.0	0.0
29201	2ms	0.0	0.0
29202	2n3	0.0	9.681479330041631e-05
29203	2n2	0.0	9.681479330041631e-05
29204	2n1	0.0	0.00019362958660083262
29205	2n0	0.0	0.0004840739665020815
29206	2n-	0.0	0.0
29207	2n+	0.0	0.0
29208	2n)	0.0	0.0
29209	2mx	0.0	0.0
29210	2mw	0.0	0.0
29211	2mv	0.0	0.0
29212	2mu	0.0	0.0
29213	2ng	0.0	9.681479330041631e-05
29214	2nh	0.0	9.681479330041631e-05
29215	2ni	0.0	9.681479330041631e-05
29216	2nj	0.0	0.0
29217	2of	0.0	9.681479330041631e-05
29218	2oe	0.0	0.0
29219	2od	0.0	0.0
29220	2oc	0.0	0.0
29221	2o_	0.0	0.00019362958660083262
29222	2o:	0.0	0.0
29223	2o2	0.0	0.00038725917320166524
29224	2o-	0.0	0.0
29225	2o)	0.0	9.681479330041631e-05
29226	2nz	0.0	0.0
29227	2ny	0.0	0.0
29228	2nx	0.0	0.0
29229	2nw	0.0	0.0
29230	2nu	0.0	0.0
29231	2nt	0.0	0.0
29232	2ns	0.0	0.0
29233	2nr	0.0	0.0
29234	2np	0.0	0.0
29235	2no	0.0	0.00019362958660083262
29236	2nn	0.0	0.0
29237	2nm	0.0	0.0
29238	2nl	0.0	0.0
29239	2nk	0.0	0.0
29240	2mt	0.0	0.0
29241	2mr	0.0	9.681479330041631e-05
29242	2l_	0.0	0.00038725917320166524
29243	2lo	0.0	0.00019362958660083262
29244	2m)	0.0	0.0
29245	2m#	0.0	0.0
29246	2lz	0.0	0.0
29247	2ly	0.0	0.0
29248	2lx	0.0	0.0
29249	2lw	0.0	0.0
29250	2lv	0.0	0.0
29251	2lu	0.0	0.0
29252	2lr	0.0	0.0
29253	2lq	0.0	0.0
29254	2lp	0.0	0.0
29255	2ln	0.0	0.0
29256	2mq	0.0	0.0
29257	2lm	0.0	0.0
29258	2ll	0.0	0.0
29259	2lj	0.0	0.0
29260	2li	0.0	0.0
29261	2lh	0.0	0.0
29262	2lg	0.0	0.0
29263	2lf	0.0	0.0
29264	2le	0.0	0.0
29265	2ld	0.0	0.0
29266	2lc	0.0	0.0
29267	2la	0.0	0.0
29268	2m*	0.0	0.0
29269	2m+	0.0	0.0
29270	2m-	0.0	0.00019362958660083262
29271	2m/	0.0	0.0
29272	2mp	0.0	0.0
29273	2mo	0.0	0.00019362958660083262
29274	2mn	0.0	0.0
29275	2mm	0.0	0.0
29276	2ml	0.0	0.0
29277	2mk	0.0	0.0
29278	2mi	0.0	0.0
29279	2mh	0.0	0.0
29280	2mg	0.0	0.00019362958660083262
29281	2mf	0.0	0.0
29282	2me	0.0	0.0002904443799012489
29283	2md	0.0	9.681479330041631e-05
29284	2mc	0.0	0.0
29285	2mb	0.0	0.0
29286	2ma	0.0	9.681479330041631e-05
29287	2m_	0.0	0.0007745183464033305
29288	2m]	0.0	0.0
29289	2m9	0.0	0.0
29290	2m6	0.0	0.0
29291	2m3	0.0	0.0
29292	2m2	0.0	0.0
29293	2m1	0.0	9.681479330041631e-05
29294	2m0	0.0	0.0005808887598024978
29295	2ve	0.0	0.0
29296	2vj	0.0	0.0
29297	32h	0.0	0.0002904443799012489
29298	3-z	0.0	0.0
29299	3/8	0.0	0.0
29300	3/7	0.0	0.0
29301	3/6	0.0	0.0
29302	3/5	0.0	0.0
29303	3/4	0.0	0.00019362958660083262
29304	3/3	0.0	0.0
29305	3/2	0.0	9.681479330041631e-05
29306	3/1	0.0	0.0
29307	3/0	0.0	0.0
29308	3/-	0.0	0.0
29309	3-δ	0.0	0.0
29310	3-y	0.0	0.0
29311	3/_	0.0	0.0
29312	3-x	0.0	0.0
29313	3-w	0.0	0.0002904443799012489
29314	3-v	0.0	0.00019362958660083262
29315	3-u	0.0	0.00019362958660083262
